word,frequency_in_target,frequency_in_reference,in_reference,lexical_confidence
dauid,2,107,True,0.3906
dels,2,0,False,0.0000
deruen,2,11,True,0.2073
deuoeten,2,0,False,0.0000
dien,2,3723,True,0.6859
dienre,2,42,True,0.3137
diep,2,117,True,0.3979
dijn,2,1031,True,0.5788
dijnc,2,2,True,0.0916
dijnek,2,0,False,0.0000
dijnxdach,2,0,False,0.0000
dinck,2,208,True,0.4456
dinen,2,863,True,0.5640
dochten,2,24,True,0.2685
doechden,2,549,True,0.5263
doek,2,0,False,0.0000
doert,2,7,True,0.1735
dorft,2,14,True,0.2259
dorften,2,0,False,0.0000
dorssen,2,0,False,0.0000
dorste,2,114,True,0.3958
doruen,2,4,True,0.1342
dragelick,2,0,False,0.0000
draget,2,70,True,0.3556
drieft,2,2,True,0.0916
driengen,2,0,False,0.0000
drieuen,2,0,False,0.0000
droefuich,2,0,False,0.0000
droegen,2,20,True,0.2540
droeget,2,0,False,0.0000
ducke,2,27,True,0.2780
duere,2,23,True,0.2651
dufken,2,0,False,0.0000
dusterlinck,2,0,False,0.0000
dyt,2,31,True,0.2891
echt,2,13,True,0.2201
echter,2,66,True,0.3507
edick,2,10,True,0.2000
eenlick,2,0,False,0.0000
eenvoldelick,2,0,False,0.0000
eenvoldicheit,2,8,True,0.1833
eerbaeren,2,0,False,0.0000
eerber,2,1,True,0.0578
eerren,2,0,False,0.0000
eersammer,2,0,False,0.0000
eerweerdiger,2,0,False,0.0000
eeten,2,35,True,0.2989
eigen,2,18,True,0.2456
eijgenscap,2,0,False,0.0000
eisten,2,0,False,0.0000
elcke,2,58,True,0.3401
elker,2,59,True,0.3415
ellende,2,52,True,0.3312
ellendelick,2,0,False,0.0000
ellendich,2,17,True,0.2411
eluerick,2,0,False,0.0000
enigher,2,46,True,0.3212
enijge,2,0,False,0.0000
enijgen,2,0,False,0.0000
ersamlick,2,0,False,0.0000
ettet,2,0,False,0.0000
fantesien,2,0,False,0.0000
feeste,2,122,True,0.4014
florenshuijs,2,0,False,0.0000
fondieren,2,0,False,0.0000
fraters,2,0,False,0.0000
gaem,2,0,False,0.0000
gaerns,2,0,False,0.0000
gaft,2,35,True,0.2989
galden,2,0,False,0.0000
galle,2,64,True,0.3482
ganck,2,20,True,0.2540
gans,2,39,True,0.3077
geacht,2,14,True,0.2259
gebade,2,11,True,0.2073
gebeente,2,6,True,0.1623
geboert,2,13,True,0.2201
gebracken,2,0,False,0.0000
gebrecke,2,0,False,0.0000
gebreidet,2,8,True,0.1833
gebrengen,2,2,True,0.0916
gecleet,2,58,True,0.3401
gecorrigiert,2,1,True,0.0578
gecrucste,2,0,False,0.0000
gecrusten,2,0,False,0.0000
gedachte,2,32,True,0.2917
gedaenten,2,10,True,0.2000
geenreleij,2,0,False,0.0000
geerich,2,0,False,0.0000
geertruyt,2,0,False,0.0000
gegruwelt,2,0,False,0.0000
geheilt,2,5,True,0.1495
gehengen,2,7,True,0.1735
geheuen,2,3,True,0.1156
gehijndert,2,1,True,0.0578
gehoelden,2,0,False,0.0000
geholden,2,0,False,0.0000
geiselen,2,1,True,0.0578
geistelic,2,1,True,0.0578
geistelickes,2,0,False,0.0000
geisteliker,2,0,False,0.0000
gekalt,2,0,False,0.0000
gelaetenheit,2,0,False,0.0000
gelafden,2,0,False,0.0000
gelaft,2,0,False,0.0000
gelappet,2,1,True,0.0578
geleesen,2,0,False,0.0000
geleghen,2,15,True,0.2313
gelic,2,192,True,0.4390
geloeften,2,7,True,0.1735
geloent,2,13,True,0.2201
geloeuen,2,12,True,0.2140
geloue,2,40,True,0.3098
gelre,2,0,False,0.0000
gelt,2,160,True,0.4239
gemeckelicheit,2,0,False,0.0000
gemeijnte,2,0,False,0.0000
gemerct,2,2,True,0.0916
gemeynre,2,2,True,0.0916
gemeynte,2,0,False,0.0000
gemoeijt,2,0,False,0.0000
gemoete,2,28,True,0.2809
gemoijt,2,0,False,0.0000
genaem,2,3,True,0.1156
geneiget,2,3,True,0.1156
genners,2,0,False,0.0000
genoechte,2,47,True,0.3229
genoesam,2,0,False,0.0000
geoeffert,2,0,False,0.0000
geoerloft,2,5,True,0.1495
gepasseniert,2,0,False,0.0000
gepijnt,2,24,True,0.2685
gerekent,2,13,True,0.2201
gerijn,2,3,True,0.1156
gerne,2,200,True,0.4424
gerocht,2,0,False,0.0000
gertruijt,2,0,False,0.0000
gerucht,2,6,True,0.1623
geschicte,2,0,False,0.0000
geschoelden,2,0,False,0.0000
gescreuen,2,60,True,0.3429
geselscap,2,144,True,0.4151
geseten,2,62,True,0.3456
gesicht,2,17,True,0.2411
gespannen,2,12,True,0.2140
gespracken,2,0,False,0.0000
gesterct,2,24,True,0.2685
gestoert,2,10,True,0.2000
gestort,2,22,True,0.2615
gestraft,2,0,False,0.0000
getyde,2,0,False,0.0000
geuent,2,0,False,0.0000
geuest,2,1,True,0.0578
geuoeget,2,1,True,0.0578
geuoelden,2,0,False,0.0000
gevest,2,7,True,0.1735
gewaer,2,30,True,0.2864
gewassen,2,32,True,0.2917
gewelde,2,2,True,0.0916
gewijn,2,0,False,0.0000
gewon,2,0,False,0.0000
gewonnen,2,121,True,0.4007
ghe,2,38,True,0.3056
ghearbeit,2,18,True,0.2456
ghebrucken,2,2,True,0.0916
ghedan,2,1,True,0.0578
ghedencken,2,74,True,0.3601
ghedoen,2,50,True,0.3280
ghegont,2,0,False,0.0000
ghelaeft,2,9,True,0.1921
ghelaeten,2,0,False,0.0000
gheleeden,2,1,True,0.0578
gheleert,2,224,True,0.4518
gheleesen,2,0,False,0.0000
gheleuet,2,4,True,0.1342
ghelicke,2,2,True,0.0916
ghelicken,2,0,False,0.0000
ghemact,2,2,True,0.0916
ghemeijn,2,4,True,0.1342
ghemeijnten,2,0,False,0.0000
ghemeynen,2,25,True,0.2718
ghenochte,2,3,True,0.1156
gheoeffent,2,9,True,0.1921
ghepijnt,2,36,True,0.3012
gheregiert,2,7,True,0.1735
gheschict,2,3,True,0.1156
gheschictelick,2,0,False,0.0000
gheschien,2,100,True,0.3850
gheschiet,2,136,True,0.4104
gheschreuen,2,2,True,0.0916
ghesien,2,421,True,0.5042
ghespraken,2,1,True,0.0578
ghetagen,2,0,False,0.0000
gheuoelen,2,31,True,0.2891
ghewoenten,2,53,True,0.3327
gingen,2,217,True,0.4491
gloriose,2,95,True,0.3807
goddienste,2,0,False,0.0000
goddiensticge,2,0,False,0.0000
goddiensticht,2,0,False,0.0000
godfruchtich,2,0,False,0.0000
godlicker,2,1,True,0.0578
gods,2,5047,True,0.7112
goettijt,2,0,False,0.0000
gonnen,2,11,True,0.2073
gorichem,2,0,False,0.0000
graciose,2,12,True,0.2140
grafste,2,0,False,0.0000
gref,2,0,False,0.0000
grieten,2,0,False,0.0000
grof,2,64,True,0.3482
grouwelen,2,0,False,0.0000
gruwelt,2,7,True,0.1735
guederhander,2,0,False,0.0000
guetgunstich,2,0,False,0.0000
guethertelick,2,0,False,0.0000
guethertich,2,0,False,0.0000
guetwillige,2,0,False,0.0000
gynge,2,0,False,0.0000
halde,2,0,False,0.0000
half,2,171,True,0.4294
hangen,2,213,True,0.4476
hantwerck,2,3,True,0.1156
hapen,2,1,True,0.0578
harder,2,32,True,0.2917
hardicheit,2,9,True,0.1921
haspel,2,0,False,0.0000
haspelden,2,0,False,0.0000
hasten,2,0,False,0.0000
hatten,2,0,False,0.0000
heijmelschen,2,0,False,0.0000
heilen,2,20,True,0.2540
helre,2,0,False,0.0000
henen,2,80,True,0.3666
henne,2,8,True,0.1833
henpen,2,0,False,0.0000
heymelic,2,111,True,0.3936
hijnck,2,1,True,0.0578
hilt,2,44,True,0.3175
hochste,2,2,True,0.0916
hoechtijden,2,1,True,0.0578
hoede,2,114,True,0.3958
hoefden,2,34,True,0.2966
hoerre,2,186,True,0.4363
hoijmant,2,0,False,0.0000
hollen,2,1,True,0.0578
holpe,2,9,True,0.1921
holt,2,17,True,0.2411
holter,2,0,False,0.0000
horen,2,1359,True,0.6018
huden,2,269,True,0.4670
hun,2,88,True,0.3744
hunten,2,0,False,0.0000
huntten,2,0,False,0.0000
huses,2,10,True,0.2000
husken,2,0,False,0.0000
i,2,342,True,0.4869
iamerden,2,0,False,0.0000
iamerdens,2,0,False,0.0000
iannes,2,0,False,0.0000
icheit,2,0,False,0.0000
ickes,2,3,True,0.1156
iegelickes,2,0,False,0.0000
ijae,2,0,False,0.0000
ije,2,0,False,0.0000
ijerst,2,0,False,0.0000
ijt,2,1,True,0.0578
inaderen,2,1,True,0.0578
inge,2,9,True,0.1921
ingesaet,2,0,False,0.0000
insatten,2,0,False,0.0000
inspreken,2,14,True,0.2259
invallen,2,8,True,0.1833
inwendigen,2,2,True,0.0916
item,2,453,True,0.5103
j,2,566,True,0.5289
jubelacien,2,0,False,0.0000
julius,2,24,True,0.2685
katherijna,2,0,False,0.0000
kelde,2,2,True,0.0916
kemmen,2,3,True,0.1156
kenneback,2,0,False,0.0000
kerckhoef,2,0,False,0.0000
kerk,2,3,True,0.1156
kers,2,1,True,0.0578
kerstkens,2,0,False,0.0000
keruellen,2,0,False,0.0000
kierose,2,0,False,0.0000
klerken,2,0,False,0.0000
kock,2,1,True,0.0578
koen,2,25,True,0.2718
konnen,2,76,True,0.3623
kop,2,12,True,0.2140
kroenen,2,0,False,0.0000
kroppen,2,0,False,0.0000
krut,2,0,False,0.0000
kunnen,2,4,True,0.1342
kunt,2,0,False,0.0000
kusten,2,5,True,0.1495
la,2,41,True,0.3118
lachgenden,2,0,False,0.0000
laefden,2,2,True,0.0916
laeken,2,0,False,0.0000
lanckmoedich,2,0,False,0.0000
landes,2,9,True,0.1921
langher,2,114,True,0.3958
lants,2,97,True,0.3824
lat,2,10,True,0.2000
latende,2,12,True,0.2140
lauuerencius,2,0,False,0.0000
lecker,2,27,True,0.2780
leddet,2,0,False,0.0000
ledet,2,0,False,0.0000
leeringe,2,10,True,0.2000
leest,2,180,True,0.4336
leget,2,72,True,0.3579
lelicken,2,2,True,0.0916
lem,2,0,False,0.0000
lenden,2,22,True,0.2615
leste,2,146,True,0.4163
leue,2,182,True,0.4345
leuendige,2,1,True,0.0578
liban,2,0,False,0.0000
liberie,2,0,False,0.0000
lichamlicke,2,0,False,0.0000
lichamlicken,2,0,False,0.0000
licheit,2,0,False,0.0000
licke,2,0,False,0.0000
liefhebster,2,0,False,0.0000
lieftallich,2,0,False,0.0000
liep,2,305,True,0.4774
lietten,2,0,False,0.0000
lieuers,2,0,False,0.0000
lijggen,2,0,False,0.0000
lijnen,2,10,True,0.2000
lijue,2,3,True,0.1156
lippen,2,148,True,0.4174
litteren,2,24,True,0.2685
loens,2,36,True,0.3012
lucas,2,86,True,0.3725
lucht,2,225,True,0.4521
luder,2,61,True,0.3443
luste,2,27,True,0.2780
lutrofticheit,2,0,False,0.0000
lxx,2,12,True,0.2140
lxxx,2,18,True,0.2456
lyden,2,24,True,0.2685
mact,2,51,True,0.3296
maect,2,997,True,0.5760
maet,2,43,True,0.3157
maghen,2,107,True,0.3906
maker,2,21,True,0.2578
maket,2,200,True,0.4424
mallickanderen,2,0,False,0.0000
manlick,2,2,True,0.0916
mant,2,2,True,0.0916
martelaers,2,4,True,0.1342
mccccl,2,0,False,0.0000
mcccclii,2,0,False,0.0000
mcccclxvi,2,0,False,0.0000
mcccclxx,2,0,False,0.0000
mcccclxxvii,2,0,False,0.0000
mcccclxxviii,2,0,False,0.0000
mcccclxxxii,2,0,False,0.0000
mcccclxxxiii,2,0,False,0.0000
mcccclxxxiiii,2,0,False,0.0000
mcccclxxxili,2,0,False,0.0000
mechgelen,2,0,False,0.0000
meckelick,2,0,False,0.0000
medebrueder,2,1,True,0.0578
medebruederen,2,0,False,0.0000
mellicken,2,0,False,0.0000
memorie,2,90,True,0.3763
mende,2,2,True,0.0916
mennichuoldiger,2,0,False,0.0000
menschelicke,2,1,True,0.0578
merclick,2,0,False,0.0000
mercte,2,37,True,0.3034
merghen,2,7,True,0.1735
mert,2,6,True,0.1623
meruick,2,0,False,0.0000
mesten,2,1,True,0.0578
meyster,2,42,True,0.3137
mijddach,2,0,False,0.0000
mijddage,2,0,False,0.0000
mijdden,2,0,False,0.0000
mijdwijnter,2,0,False,0.0000
mijldelick,2,0,False,0.0000
mijns,2,495,True,0.5177
mijnsten,2,1,True,0.0578
mijs,2,0,False,0.0000
mijsdaen,2,0,False,0.0000
mijsten,2,0,False,0.0000
mijtten,2,1,True,0.0578
mochtet,2,14,True,0.2259
moedelick,2,1,True,0.0578
moederlicke,2,0,False,0.0000
moederlicker,2,0,False,0.0000
moedich,2,15,True,0.2313
mollen,2,1,True,0.0578
moyelick,2,0,False,0.0000
mueren,2,122,True,0.4014
mushoel,2,0,False,0.0000
mysse,2,2,True,0.0916
myssen,2,5,True,0.1495
myt,2,138,True,0.4116
naecomelinge,2,0,False,0.0000
naemals,2,1,True,0.0578
name,2,635,True,0.5385
natuerlick,2,2,True,0.0916
natuerlicke,2,2,True,0.0916
nauwelicke,2,0,False,0.0000
nauwer,2,14,True,0.2259
neer,2,4,True,0.1342
neigen,2,16,True,0.2363
neijgeden,2,0,False,0.0000
nem,2,83,True,0.3696
nernstichger,2,0,False,0.0000
neuen,2,54,True,0.3343
neyen,2,4,True,0.1342
neygen,2,12,True,0.2140
nijcht,2,2,True,0.0916
nijelant,2,0,False,0.0000
nijen,2,1,True,0.0578
nijet,2,1,True,0.0578
nijmegen,2,0,False,0.0000
noeders,2,0,False,0.0000
noetdroefticheit,2,0,False,0.0000
nouember,2,2,True,0.0916
numermeer,2,1,True,0.0578
nummp,2,0,False,0.0000
nutte,2,63,True,0.3469
nymmegen,2,0,False,0.0000
obseruanten,2,0,False,0.0000
ochtant,2,0,False,0.0000
oeffenden,2,1,True,0.0578
oefferden,2,0,False,0.0000
oefferhande,2,0,False,0.0000
oeffiscie,2,0,False,0.0000
oelden,2,5,True,0.1495
oerdenancie,2,0,False,0.0000
oersacken,2,0,False,0.0000
oersake,2,24,True,0.2685
oes,2,0,False,0.0000
oetmoedichger,2,0,False,0.0000
oetmoedigher,2,34,True,0.2966
officie,2,21,True,0.2578
ommermeer,2,2,True,0.0916
onbecroent,2,0,False,0.0000
onbedect,2,8,True,0.1833
onbegerich,2,0,False,0.0000
onbehagel,2,0,False,0.0000
onbesm,2,0,False,0.0000
onbesneden,2,15,True,0.2313
onbrack,2,0,False,0.0000
onbracken,2,0,False,0.0000
ondergebracht,2,0,False,0.0000
onderhielt,2,1,True,0.0578
onderlinge,2,58,True,0.3401
onderlinger,2,0,False,0.0000
onderscheit,2,46,True,0.3212
onderstandes,2,0,False,0.0000
onderstandicheit,2,2,True,0.0916
ondervonden,2,12,True,0.2140
onderwegen,2,3,True,0.1156
onderwijssen,2,0,False,0.0000
ondiert,2,0,False,0.0000
oneens,2,0,False,0.0000
ongelick,2,0,False,0.0000
ongeluck,2,1,True,0.0578
ongenochgelick,2,0,False,0.0000
ongenochten,2,0,False,0.0000
ongeschict,2,0,False,0.0000
ongeschictheit,2,0,False,0.0000
ongestraft,2,0,False,0.0000
ongetroest,2,3,True,0.1156
ongetrost,2,1,True,0.0578
onkustel,2,0,False,0.0000
onmaete,2,1,True,0.0578
onmoegelick,2,0,False,0.0000
onmynnen,2,1,True,0.0578
onsueckelick,2,0,False,0.0000
ontagen,2,0,False,0.0000
ontboet,2,97,True,0.3824
ontbrecket,2,0,False,0.0000
ontfaen,2,835,True,0.5613
ontfanct,2,24,True,0.2685
ontfenckenisse,2,0,False,0.0000
ontfijnckt,2,0,False,0.0000
ontfijnct,2,0,False,0.0000
ontfijngen,2,0,False,0.0000
ontfijnghen,2,0,False,0.0000
ontfruchten,2,13,True,0.2201
ontgijnck,2,0,False,0.0000
onthoert,2,0,False,0.0000
ontstack,2,12,True,0.2140
onttoch,2,0,False,0.0000
onttwee,2,1,True,0.0578
onvrede,2,19,True,0.2499
onvreden,2,9,True,0.1921
onwert,2,6,True,0.1623
opsat,2,1,True,0.0578
opseruanten,2,0,False,0.0000
orberlick,2,0,False,0.0000
ordenancelick,2,0,False,0.0000
ordenierden,2,2,True,0.0916
ouel,2,7,True,0.1735
passche,2,1,True,0.0578
paternoster,2,1,True,0.0578
pauel,2,0,False,0.0000
pelgerym,2,0,False,0.0000
peninck,2,0,False,0.0000
pennick,2,0,False,0.0000
persoen,2,117,True,0.3979
persone,2,158,True,0.4228
pestelencien,2,2,True,0.0916
pestilencie,2,6,True,0.1623
peters,2,15,True,0.2313
pijnde,2,20,True,0.2540
pijnxten,2,0,False,0.0000
plomkussen,2,0,False,0.0000
poerte,2,54,True,0.3343
pot,2,133,True,0.4085
prefitelick,2,0,False,0.0000
prefittelick,2,0,False,0.0000
prelaet,2,52,True,0.3312
princen,2,316,True,0.4804
procuratrix,2,2,True,0.0916
proefden,2,5,True,0.1495
proeuen,2,40,True,0.3098
proffijt,2,0,False,0.0000
proffit,2,0,False,0.0000
profiet,2,0,False,0.0000
profijt,2,122,True,0.4014
propheet,2,400,True,0.5000
propheeten,2,0,False,0.0000
psalmen,2,33,True,0.2941
pueren,2,21,True,0.2578
pynlick,2,0,False,0.0000
quellen,2,46,True,0.3212
questen,2,1,True,0.0578
rades,2,18,True,0.2456
raede,2,27,True,0.2780
rechteren,2,35,True,0.2989
rechtuerdicheit,2,27,True,0.2780
rede,2,127,True,0.4047
regierden,2,8,True,0.1833
regiments,2,3,True,0.1156
rekende,2,12,True,0.2140
rentten,2,0,False,0.0000
res,2,3,True,0.1156
reuen,2,7,True,0.1735
rieppelick,2,0,False,0.0000
rijcken,2,47,True,0.3229
rijdders,2,0,False,0.0000
rijp,2,34,True,0.2966
rijpheit,2,4,True,0.1342
rijppelic,2,0,False,0.0000
rmeer,2,0,False,0.0000
rocken,2,13,True,0.2201
rouwen,2,159,True,0.4233
ructen,2,0,False,0.0000
sachtmoedelic,2,1,True,0.0578
sachtmoedelick,2,0,False,0.0000
sachtmoediger,2,0,False,0.0000
saghen,2,321,True,0.4817
saken,2,736,True,0.5507
salichste,2,15,True,0.2313
saliger,2,15,True,0.2313
salighe,2,79,True,0.3655
schade,2,98,True,0.3833
schage,2,0,False,0.0000
schallixs,2,0,False,0.0000
scharen,2,43,True,0.3157
scheppen,2,0,False,0.0000
schepper,2,24,True,0.2685
schiecken,2,0,False,0.0000
schijen,2,0,False,0.0000
schoelderen,2,0,False,0.0000
schoelen,2,2,True,0.0916
scholderen,2,1,True,0.0578
scholen,2,15,True,0.2313
schollen,2,1,True,0.0578
schouwen,2,17,True,0.2411
schrieftueren,2,0,False,0.0000
schuden,2,0,False,0.0000
schueren,2,4,True,0.1342
schutten,2,2,True,0.0916
schuwen,2,55,True,0.3358
scoen,2,306,True,0.4777
scrieft,2,2,True,0.0916
scrieften,2,0,False,0.0000
seeren,2,6,True,0.1623
seguit,2,0,False,0.0000
senden,2,243,True,0.4585
sere,2,360,True,0.4912
sermoenen,2,5,True,0.1495
sickelicheit,2,0,False,0.0000
sicten,2,0,False,0.0000
siddi,2,0,False,0.0000
sieckelicheit,2,0,False,0.0000
sieckelicken,2,0,False,0.0000
siecker,2,1,True,0.0578
siende,2,264,True,0.4654
siene,2,190,True,0.4381
sienlicheit,2,0,False,0.0000
sienlicke,2,0,False,0.0000
sienne,2,3,True,0.1156
sijmpelen,2,1,True,0.0578
sijs,2,171,True,0.4294
sijtsucte,2,0,False,0.0000
slaepen,2,11,True,0.2073
sleet,2,15,True,0.2313
sliepen,2,33,True,0.2941
sloech,2,599,True,0.5336
sneet,2,28,True,0.2809
snet,2,0,False,0.0000
snijden,2,17,True,0.2411
snoer,2,4,True,0.1342
snoetsten,2,0,False,0.0000
soeberheit,2,1,True,0.0578
sold,2,6,True,0.1623
solder,2,6,True,0.1623
sollen,2,3,True,0.1156
solre,2,15,True,0.2313
som,2,154,True,0.4207
somijge,2,0,False,0.0000
sommer,2,0,False,0.0000
sonen,2,225,True,0.4521
sorchuoldelick,2,0,False,0.0000
sore,2,4,True,0.1342
sorgeden,2,1,True,0.0578
spech,2,0,False,0.0000
speeck,2,0,False,0.0000
spijen,2,0,False,0.0000
spijgel,2,0,False,0.0000
spoelden,2,0,False,0.0000
spoelle,2,0,False,0.0000
spoellude,2,0,False,0.0000
spreckt,2,1,True,0.0578
spyllen,2,0,False,0.0000
spyse,2,11,True,0.2073
stael,2,14,True,0.2259
standich,2,0,False,0.0000
stattutten,2,0,False,0.0000
sted,2,0,False,0.0000
steden,2,789,True,0.5565
steenverden,2,0,False,0.0000
stelick,2,0,False,0.0000
stemme,2,345,True,0.4877
stercste,2,32,True,0.2917
stichte,2,14,True,0.2259
stichten,2,44,True,0.3175
stichtichge,2,0,False,0.0000
stichtichger,2,0,False,0.0000
stichtiger,2,0,False,0.0000
stichtighen,2,0,False,0.0000
stielre,2,0,False,0.0000
stijel,2,0,False,0.0000
stijnckende,2,1,True,0.0578
stoel,2,84,True,0.3706
strack,2,2,True,0.0916
straffende,2,1,True,0.0578
straten,2,85,True,0.3716
strenc,2,0,False,0.0000
strengelick,2,0,False,0.0000
strick,2,21,True,0.2578
studdierden,2,0,False,0.0000
studdieren,2,0,False,0.0000
studierden,2,0,False,0.0000
studieren,2,14,True,0.2259
stutdieren,2,0,False,0.0000
styel,2,0,False,0.0000
sucte,2,0,False,0.0000
sueren,2,4,True,0.1342
sulken,2,139,True,0.4122
sunderlincheit,2,0,False,0.0000
susterliker,2,0,False,0.0000
suuer,2,8,True,0.1833
suuerlixs,2,0,False,0.0000
swaerheit,2,56,True,0.3372
swaerlick,2,3,True,0.1156
swaerlicke,2,0,False,0.0000
swaerte,2,2,True,0.0916
swigen,2,54,True,0.3343
swij,2,0,False,0.0000
syens,2,0,False,0.0000
sympelick,2,0,False,0.0000
syns,2,38,True,0.3056
tafelken,2,0,False,0.0000
tegemoet,2,1,True,0.0578
teghenwoerdicheit,2,30,True,0.2864
teikenen,2,18,True,0.2456
temtascie,2,0,False,0.0000
termijn,2,17,True,0.2411
tijburcius,2,0,False,0.0000
tijtteliken,2,0,False,0.0000
toecomenden,2,20,True,0.2540
toefden,2,1,True,0.0578
toenaem,2,2,True,0.0916
toeneijgelicheit,2,0,False,0.0000
toenen,2,108,True,0.3913
toesprekelic,2,0,False,0.0000
tracheit,2,9,True,0.1921
tradt,2,2,True,0.0916
trappen,2,33,True,0.2941
treckende,2,42,True,0.3137
tret,2,5,True,0.1495
tribulacie,2,51,True,0.3296
troestelic,2,1,True,0.0578
tussen,2,25,True,0.2718
tyden,2,14,True,0.2259
vander,2,3036,True,0.6689
vaste,2,337,True,0.4857
vastelic,2,6,True,0.1623
veet,2,11,True,0.2073
vegeuuer,2,0,False,0.0000
velt,2,163,True,0.4254
vemoegen,2,0,False,0.0000
verandert,2,48,True,0.3246
verbaden,2,8,True,0.1833
verbeidende,2,8,True,0.1833
verbergen,2,12,True,0.2140
verblyden,2,2,True,0.0916
vercieren,2,16,True,0.2363
vercopen,2,86,True,0.3725
vercrighen,2,215,True,0.4484
verdoen,2,9,True,0.1921
verdrachgelicheit,2,0,False,0.0000
verdrietelick,2,1,True,0.0578
verdroeget,2,0,False,0.0000
verdruct,2,15,True,0.2313
verenigen,2,5,True,0.1495
vergaet,2,42,True,0.3137
vergaue,2,0,False,0.0000
vergetel,2,2,True,0.0916
vergeuen,2,16,True,0.2363
vergijnck,2,0,False,0.0000
verheeffen,2,0,False,0.0000
verhoerden,2,11,True,0.2073
verhoeren,2,7,True,0.1735
verkalden,2,0,False,0.0000
verlanghen,2,61,True,0.3443
verlaren,2,3,True,0.1156
verlenen,2,67,True,0.3520
verloest,2,105,True,0.3890
verlucht,2,4,True,0.1342
vermach,2,104,True,0.3882
vermeeret,2,3,True,0.1156
vermercten,2,0,False,0.0000
vermerret,2,0,False,0.0000
vernedert,2,23,True,0.2651
vernemen,2,116,True,0.3972
vernoeget,2,0,False,0.0000
veronledicht,2,1,True,0.0578
verparsten,2,0,False,0.0000
verscheiden,2,56,True,0.3372
verschemen,2,0,False,0.0000
versmade,2,58,True,0.3401
versocht,2,37,True,0.3034
versoenden,2,1,True,0.0578
verstandellen,2,0,False,0.0000
verstonde,2,10,True,0.2000
versumenste,2,0,False,0.0000
versummenste,2,0,False,0.0000
vertelden,2,14,True,0.2259
vertoch,2,0,False,0.0000
vertoeninghe,2,4,True,0.1342
vertoninghe,2,3,True,0.1156
vertroesten,2,16,True,0.2363
verwachten,2,41,True,0.3118
verwackeren,2,2,True,0.0916
verwackert,2,0,False,0.0000
verwan,2,66,True,0.3507
verwecten,2,2,True,0.0916
vesper,2,10,True,0.2000
vient,2,14,True,0.2259
vierde,2,552,True,0.5268
vierden,2,100,True,0.3850
viere,2,299,True,0.4758
vieren,2,81,True,0.3676
vigile,2,0,False,0.0000
vii,2,140,True,0.4128
vijfhondert,2,13,True,0.2201
vijnt,2,35,True,0.2989
vili,2,0,False,0.0000
vlamme,2,85,True,0.3716
vlitich,2,6,True,0.1623
vlittichger,2,0,False,0.0000
voelbracht,2,0,False,0.0000
voelcomenste,2,0,False,0.0000
voere,2,26,True,0.2749
voerganster,2,2,True,0.0916
voerhoeft,2,21,True,0.2578
voeten,2,594,True,0.5329
volbrengen,2,67,True,0.3520
volcoemelick,2,0,False,0.0000
volcomelic,2,62,True,0.3456
volcomelicke,2,0,False,0.0000
volcomenre,2,24,True,0.2685
vole,2,5,True,0.1495
volget,2,78,True,0.3645
volharden,2,7,True,0.1735
volhardich,2,1,True,0.0578
volheit,2,115,True,0.3965
vollen,2,69,True,0.3544
vorden,2,4,True,0.1342
vorderen,2,57,True,0.3387
vraden,2,0,False,0.0000
vredigen,2,0,False,0.0000
